WOJ;POW;GMI;RODZ_GMI;RM;MZ;NAZWA;SYM;SYMPOD;STAN_NA
02;24;04;2;01;1;Rudnica;0855492;0855492;2026-01-01
02;08;14;5;01;1;Chocieszów;0855902;0855902;2026-01-01
02;08;14;5;01;1;Dolina;0855919;0855919;2026-01-01
02;09;06;2;01;1;Bobrów;0365753;0365753;2026-01-01
02;09;06;2;01;1;Głuchowice;0365776;0365776;2026-01-01
02;09;06;2;01;1;Goślinów;0365799;0365799;2026-01-01
02;09;06;2;01;1;Jezierzany;0365820;0365820;2026-01-01
02;09;06;2;01;1;Rzeszotary;0365871;0365871;2026-01-01
02;09;07;4;96;1;Prochowice;0954171;0954171;2026-01-01
02;20;01;5;01;1;Osola;0878702;0878702;2026-01-01
02;20;01;5;01;1;Paniowice;0878731;0878731;2026-01-01
02;20;01;5;01;1;Rościsławice;0878790;0878790;2026-01-01
02;24;06;5;01;1;Biernacice;0856681;0856681;2026-01-01
02;11;02;2;01;1;Szklary Górne;0365517;0365517;2026-01-01
02;20;01;4;96;1;Oborniki Śląskie;0987182;0987182;2026-01-01
02;20;01;5;01;1;Bagno;0878547;0878547;2026-01-01
02;20;01;5;01;1;Lubnów;0878642;0878642;2026-01-01
02;14;03;2;01;1;Łuczyna;0874153;0874153;2026-01-01
02;14;03;2;01;1;Siekierowice;0874242;0874242;2026-01-01
02;14;04;2;01;1;Miłowice;0197126;0197126;2026-01-01
02;14;05;5;00;1;Wiewiórka;0203625;0203619;2026-01-01
02;05;06;2;01;1;Wądroże Małe;0368326;0368326;2026-01-01
02;05;06;2;04;1;Augustów;0368349;0368349;2026-01-01
02;23;07;5;01;1;Kunów;0880082;0880082;2026-01-01
02;23;07;5;01;1;Okulice;0880136;0880136;2026-01-01
02;23;07;5;01;1;Olbrachtowice;0880142;0880142;2026-01-01
02;20;03;5;01;1;Kobylice;0881466;0881466;2026-01-01
02;20;03;5;01;1;Komorowo;0881489;0881489;2026-01-01
02;20;03;5;01;1;Księginice;0881532;0881532;2026-01-01
02;26;03;2;00;1;Rochów;0366451;0366445;2026-01-01
02;26;03;2;01;1;Wojcieszyn;0366474;0366474;2026-01-01
02;26;04;5;01;1;Rzeszówek;0192815;0192815;2026-01-01
02;13;03;5;01;1;Dunkowa;0877677;0877677;2026-01-01
02;22;02;2;01;1;Budków;0882550;0882550;2026-01-01
02;22;02;2;01;1;Dąbie;0882595;0882595;2026-01-01
02;22;02;2;01;1;Domanice;0882603;0882603;2026-01-01
02;23;02;2;01;1;Brzezia Łąka;0873685;0873685;2026-01-01
02;23;02;2;01;1;Budziwojowice;0873691;0873691;2026-01-01
02;04;01;5;01;1;Stara Góra;0370381;0370381;2026-01-01
02;04;02;2;01;1;Czeladź Mała;0370607;0370607;2026-01-01
02;04;02;2;01;1;Luboszyce Małe;0370702;0370702;2026-01-01
02;06;08;2;01;1;Marczyce;0192070;0192070;2026-01-01
02;06;08;2;01;1;Zachełmie;0192169;0192169;2026-01-01
02;06;09;2;00;1;Jaroszyce;0192318;0192301;2026-01-01
02;21;08;2;01;1;Michałkowa;0856422;0856422;2026-01-01
02;22;01;5;01;1;Pogalewo Wielkie;0873076;0873076;2026-01-01
02;22;02;2;01;1;Białawy Małe;0882448;0882448;2026-01-01
02;14;02;5;01;1;Kijowice;0872585;0872585;2026-01-01
02;22;02;2;01;1;Boraszyce Małe;0882508;0882508;2026-01-01
02;17;04;5;01;1;Kazanów;0880461;0880461;2026-01-01
02;08;06;5;01;1;Długopole-Zdrój;0851324;0851324;2026-01-01
02;08;06;5;01;1;Idzików;0851353;0851353;2026-01-01
02;08;06;5;01;1;Kamienna;0851360;0851360;2026-01-01
02;22;02;2;01;1;Konary;0882684;0882684;2026-01-01
02;22;02;2;01;1;Grzeszyn;0882649;0882649;2026-01-01
02;07;03;5;01;1;Szczepanów;0190561;0190561;2026-01-01
02;08;04;1;96;1;Nowa Ruda;0984278;0984278;2026-01-01
02;22;02;2;01;1;Słup;0882862;0882862;2026-01-01
02;22;02;2;01;1;Smogorzów Wielki;0882879;0882879;2026-01-01
02;22;02;2;01;1;Wińsko;0882939;0882939;2026-01-01
02;22;02;2;01;1;Wyszęcice;0882951;0882951;2026-01-01
02;22;03;5;01;1;Boraszyn;0883152;0883152;2026-01-01
02;22;03;5;01;1;Łazarzowice;0883270;0883270;2026-01-01
02;22;03;5;01;1;Moczydlnica Dworska;0883318;0883318;2026-01-01
02;22;03;5;01;1;Pierusza;0883382;0883382;2026-01-01
02;22;03;5;01;1;Stary Wołów;0883465;0883465;2026-01-01
02;22;03;5;01;1;Straszowice;0883502;0883502;2026-01-01
02;07;01;1;96;1;Kamienna Góra;0936026;0936026;2026-01-01
02;18;05;2;01;1;Łagiewniki Średzkie;0367930;0367930;2026-01-01
02;18;05;2;01;1;Piekary;0367953;0367953;2026-01-01
02;18;05;2;01;1;Ujazd Dolny;0368013;0368013;2026-01-01
02;08;09;2;01;1;Darnków;0853240;0853240;2026-01-01
02;16;04;5;01;1;Pieszkowice;0366570;0366570;2026-01-01
02;16;04;5;01;1;Trzebcz;0366630;0366630;2026-01-01
02;16;05;5;01;1;Jakubowo Lubińskie;0366793;0366793;2026-01-01
02;16;05;5;01;1;Krępa;0366830;0366830;2026-01-01
02;16;05;5;01;1;Wilkocin;0366907;0366907;2026-01-01
02;16;06;2;01;1;Kłębanowice;0366971;0366971;2026-01-01
02;04;04;5;01;1;Kamień Górowski;0377220;0377220;2026-01-01
02;04;04;5;01;1;Lechitów;0377265;0377265;2026-01-01
02;04;04;5;01;1;Płoski;0377331;0377331;2026-01-01
02;17;01;2;01;1;Kępino;0872852;0872852;2026-01-01
02;20;06;5;01;1;Korzeńsko;0884217;0884217;2026-01-01
02;20;06;5;01;1;Łapczyce;0884246;0884246;2026-01-01
02;19;03;2;01;1;Szymanów;0852140;0852140;2026-01-01
02;19;04;5;01;1;Nowice;0852520;0852520;2026-01-01
02;19;04;5;01;1;Pasieczna;0852542;0852542;2026-01-01
02;19;04;5;01;1;Pastuchów;0852559;0852559;2026-01-01
02;19;04;5;01;1;Witków;0852594;0852594;2026-01-01
02;17;03;2;01;1;Strużyna;0854908;0854908;2026-01-01
02;26;04;5;01;1;Sokołowiec;0192850;0192850;2026-01-01
02;26;05;2;01;1;Jadwisin;0368384;0368384;2026-01-01
02;26;05;2;01;1;Olszanica;0368415;0368415;2026-01-01
02;26;05;2;01;1;Radziechów;0368438;0368438;2026-01-01
02;26;05;2;01;1;Uniejowice;0368444;0368444;2026-01-01
02;03;06;2;01;1;Żukowice;0368964;0368964;2026-01-01
02;20;06;5;01;1;Przywsie;0884370;0884370;2026-01-01
02;09;02;2;01;1;Strupice;0363599;0363599;2026-01-01
02;09;03;2;01;1;Dunino;0364676;0364676;2026-01-01
02;09;03;2;01;1;Krajów;0364713;0364713;2026-01-01
02;09;03;2;01;1;Złotniki;0364825;0364825;2026-01-01
02;09;05;2;01;1;Czarnków;0365003;0365003;2026-01-01
02;09;05;2;01;1;Gniewomierz;0365010;0365010;2026-01-01
02;26;06;2;01;1;Łaźniki;0368616;0368616;2026-01-01
02;26;06;2;01;1;Podolany;0368645;0368645;2026-01-01
02;26;06;2;01;1;Pyskowice;0368674;0368674;2026-01-01
02;26;06;2;01;1;Rokitnica;0368680;0368680;2026-01-01
02;22;02;2;01;1;Orzeszków;0882773;0882773;2026-01-01
02;22;02;2;01;1;Przyborów;0882804;0882804;2026-01-01
02;17;04;5;01;1;Strzegów;0880662;0880662;2026-01-01
02;17;04;5;01;1;Szczodrowice;0880685;0880685;2026-01-01
02;17;05;4;96;1;Wiązów;0987437;0987437;2026-01-01
02;17;05;5;01;1;Jędrzychowice;0882218;0882218;2026-01-01
02;17;05;5;04;1;Kurowskie Chałupy;0882313;0882313;2026-01-01
02;17;05;5;01;1;Łojowice;0882320;0882320;2026-01-01
02;17;05;5;01;1;Zborowice;0882419;0882419;2026-01-01
02;08;14;5;01;1;Wolany;0855960;0855960;2026-01-01
02;06;09;2;00;1;Kopanina;0192399;0192382;2026-01-01
02;16;03;2;01;1;Duża Wólka;0363949;0363949;2026-01-01
02;01;05;2;01;1;Parowa;0191804;0191804;2026-01-01
02;10;03;5;01;1;Wolimierz;0190265;0190265;2026-01-01
02;10;03;5;01;1;Zacisze;0190271;0190271;2026-01-01
02;10;04;2;01;1;Henryków Lubański;0190302;0190302;2026-01-01
02;01;06;2;01;1;Warta Bolesławiecka;0368125;0368125;2026-01-01
02;08;06;5;01;1;Mostowice;0851442;0851442;2026-01-01
02;07;02;2;01;1;Nowa Białka;0190035;0190035;2026-01-01
02;07;03;5;01;1;Jarkowice;0190489;0190489;2026-01-01
02;07;03;5;01;1;Niedamirów;0190503;0190503;2026-01-01
02;07;03;5;01;1;Opawa;0190526;0190526;2026-01-01
02;12;04;5;01;1;Grudza;0191201;0191201;2026-01-01
02;12;04;5;01;1;Kotlina;0191247;0191247;2026-01-01
02;12;05;5;01;1;Bystrzyca;0193080;0193080;2026-01-01
02;62;01;1;96;1;Legnica;0954047;0954047;2026-01-01
02;16;03;2;01;1;Rzeczyca;0364067;0364067;2026-01-01
02;16;03;2;01;1;Stara Rzeka;0364073;0364073;2026-01-01
02;16;04;5;01;1;Kaźmierzów;0366540;0366540;2026-01-01
02;10;07;2;00;1;Wyżne;0192198;0192181;2026-01-01
02;10;07;2;01;1;Wesołówka;0192235;0192235;2026-01-01
02;10;07;2;00;1;Zaręba Górna;0192287;0192264;2026-01-01
02;12;05;5;01;1;Radomice;0193170;0193170;2026-01-01
02;12;02;5;01;1;Oleszna Podgórska;0190638;0190638;2026-01-01
02;09;02;2;01;1;Biskupin;0363317;0363317;2026-01-01
02;09;02;2;01;1;Czernikowice;0363352;0363352;2026-01-01
02;01;02;2;01;1;Dobra;0189026;0189026;2026-01-01
02;18;04;5;01;1;Proszków;0880923;0880923;2026-01-01
02;18;05;2;01;1;Jarosław;0367864;0367864;2026-01-01
02;18;05;2;01;1;Jarostów;0367870;0367870;2026-01-01
02;14;06;2;01;1;Zarzysko;0879297;0879297;2026-01-01
02;14;07;4;96;1;Syców;0937379;0937379;2026-01-01
02;14;07;5;01;1;Biskupice;0209378;0209378;2026-01-01
02;09;05;2;01;1;Mikołajowice;0365121;0365121;2026-01-01
02;20;05;2;01;1;Zawonia;0883880;0883880;2026-01-01
02;02;05;2;01;1;Uciechów;0852370;0852370;2026-01-01
02;02;06;2;01;1;Jaźwina;0876695;0876695;2026-01-01
02;18;01;2;01;1;Świdnica Polska;0876212;0876212;2026-01-01
02;18;04;5;01;1;Ogrodnica;0880900;0880900;2026-01-01
02;08;09;2;01;1;Jeleniów;0853300;0853300;2026-01-01
02;08;09;2;01;1;Lewin Kłodzki;0853352;0853352;2026-01-01
02;08;10;5;01;1;Długopole Górne;0853688;0853688;2026-01-01
02;08;10;5;01;1;Gniewoszów;0853725;0853725;2026-01-01
02;11;02;2;01;1;Raszówka;0365351;0365351;2026-01-01
02;20;03;5;01;1;Będkowo;0881288;0881288;2026-01-01
02;20;03;5;01;1;Biedaszków Mały;0881294;0881294;2026-01-01
02;20;06;4;96;1;Żmigród;0987503;0987503;2026-01-01
02;20;06;5;01;1;Gatka;0884105;0884105;2026-01-01
02;13;03;5;01;1;Postolin;0878116;0878116;2026-01-01
02;14;07;5;01;1;Ślizów;0209556;0209556;2026-01-01
02;17;02;2;01;1;Kondratowice;0875804;0875804;2026-01-01
02;17;02;2;01;1;Podgaj;0875879;0875879;2026-01-01
02;17;02;2;01;1;Prusy;0875891;0875891;2026-01-01
02;17;02;2;01;1;Zarzyca;0875939;0875939;2026-01-01
02;04;02;2;01;1;Smolne;0370808;0370808;2026-01-01
02;07;02;2;01;1;Olszyny;0189960;0189960;2026-01-01
02;04;03;2;01;1;Wągroda;0373681;0373681;2026-01-01
02;04;04;5;01;1;Baranowice;0377041;0377041;2026-01-01
02;04;04;5;01;1;Cieszkowice;0377093;0377093;2026-01-01
02;03;02;2;01;1;Borek;0363790;0363790;2026-01-01
02;18;01;2;01;1;Osiek;0876092;0876092;2026-01-01
02;18;01;2;01;1;Paździorno;0876100;0876100;2026-01-01
02;08;11;2;01;1;Bieganów;0854015;0854015;2026-01-01
02;08;11;2;01;1;Dzikowiec;0854140;0854140;2026-01-01
02;01;02;2;00;1;Śmieszków;0188972;0188966;2026-01-01
02;01;02;2;01;1;Stara Oleszna;0189279;0189279;2026-01-01
02;21;06;5;01;1;Nowe Siodło;0853613;0853613;2026-01-01
02;12;03;5;01;1;Nagórze;0190851;0190851;2026-01-01
02;17;03;2;01;1;Jagielnica;0854630;0854630;2026-01-01
02;17;03;2;01;1;Przeworno;0854794;0854794;2026-01-01
02;08;07;2;01;1;Kamieniec;0852849;0852849;2026-01-01
02;08;07;2;01;1;Ławica;0852878;0852878;2026-01-01
02;08;07;2;01;1;Łączna;0852884;0852884;2026-01-01
02;08;07;2;01;1;Marcinów;0852890;0852890;2026-01-01
02;08;07;2;01;1;Podzamek;0852967;0852967;2026-01-01
02;03;05;2;01;1;Białołęka;0366209;0366209;2026-01-01
02;03;05;2;01;1;Pęcław;0366267;0366267;2026-01-01
02;03;05;2;01;1;Wietszyce;0366310;0366310;2026-01-01
02;03;06;2;01;1;Dobrzejowice;0368800;0368800;2026-01-01
02;03;06;2;01;1;Domaniowice;0368830;0368830;2026-01-01
02;09;07;5;01;1;Golanka Dolna;0366698;0366698;2026-01-01
02;09;07;5;01;1;Rogów Legnicki;0366764;0366764;2026-01-01
02;09;08;2;01;1;Brennik;0367456;0367456;2026-01-01
02;09;08;2;01;1;Polanka;0367516;0367516;2026-01-01
02;09;08;2;01;1;Rogoźnik;0367522;0367522;2026-01-01
02;10;03;5;00;1;Mojków;0190101;0190087;2026-01-01
02;10;03;5;01;1;Miłoszów;0190153;0190153;2026-01-01
02;10;03;5;00;1;Gierałtówek;0190176;0190160;2026-01-01
02;18;02;2;01;1;Kwietno;0876927;0876927;2026-01-01
02;18;02;2;01;1;Rachów;0876962;0876962;2026-01-01
02;13;03;5;01;1;Tworzymirki Górne;0878369;0878369;2026-01-01
02;09;02;2;02;1;Piotrowice;0363553;0363553;2026-01-01
02;19;08;5;01;1;Pyszczyn;0857189;0857189;2026-01-01
02;03;02;2;01;1;Zabornia;0363910;0363910;2026-01-01
02;03;03;2;01;1;Bądzów;0364245;0364245;2026-01-01
02;14;06;2;01;1;Bogusławice;0878866;0878866;2026-01-01
02;14;06;2;01;1;Brzezinka;0878910;0878910;2026-01-01
02;14;06;2;01;1;Krzeczyn;0879009;0879009;2026-01-01
02;20;03;5;01;1;Skarszyn;0881667;0881667;2026-01-01
02;20;03;5;01;1;Taczów Wielki;0881727;0881727;2026-01-01
02;20;04;2;01;1;Malin;0883028;0883028;2026-01-01
02;19;07;2;01;1;Wieruszów;0856280;0856280;2026-01-01
02;19;07;2;01;1;Wiśniowa;0856304;0856304;2026-01-01
02;19;07;2;01;1;Witoszów Górny;0856327;0856327;2026-01-01
02;23;06;2;01;1;Piława;0877105;0877105;2026-01-01
02;02;05;2;01;1;Jędrzejowice;0852186;0852186;2026-01-01
02;02;05;2;01;1;Mościsko;0852246;0852246;2026-01-01
02;23;07;5;01;1;Siedlakowice;0880188;0880188;2026-01-01
02;23;07;5;01;1;Sulistrowiczki;0880248;0880248;2026-01-01
02;23;08;4;96;1;Siechnice;0881160;0881160;2026-01-01
02;13;02;2;01;1;Dziewiętlin;0876360;0876360;2026-01-01
02;13;02;2;01;1;Kotlarka;0876413;0876413;2026-01-01
02;13;02;2;01;1;Pierstnica;0876531;0876531;2026-01-01
02;13;02;2;01;1;Stara Huta;0876577;0876577;2026-01-01
02;10;04;2;01;1;Mściszów;0190348;0190348;2026-01-01
02;20;05;2;01;1;Czeszów;0883672;0883672;2026-01-01
02;13;03;5;01;1;Wrocławice;0878435;0878435;2026-01-01
02;17;01;2;01;1;Piotrków Borowski;0872935;0872935;2026-01-01
02;17;02;2;01;1;Gołostowice;0875738;0875738;2026-01-01
02;23;02;2;01;1;Godzieszowa;0873780;0873780;2026-01-01
02;23;08;5;04;1;Blizanowice;0881236;0881236;2026-01-01
02;23;09;2;01;1;Jaksonów;0884588;0884588;2026-01-01
02;23;04;5;01;1;Krobielowice;0875023;0875023;2026-01-01
02;23;04;5;01;1;Rybnica;0875129;0875129;2026-01-01
02;23;04;5;01;1;Smolec;0875187;0875187;2026-01-01
02;19;06;5;01;1;Olszany;0855807;0855807;2026-01-01
02;19;06;5;01;1;Wieśnica;0855871;0855871;2026-01-01
02;19;07;2;01;1;Bystrzyca Dolna;0856014;0856014;2026-01-01
02;19;07;2;01;1;Modliszów;0856184;0856184;2026-01-01
02;09;05;2;01;1;Nowa Wieś Legnicka;0365138;0365138;2026-01-01
02;14;08;5;03;1;Troska;0881940;0881911;2026-01-01
02;64;04;9;98;1;Wrocław;0986745;0986745;2026-01-01
02;12;04;5;03;1;Wola Augustowska;0191187;0191158;2026-01-01
02;14;04;2;03;1;Nowiec;0197020;0197008;2026-01-01
02;14;04;2;03;1;Wygoda;0197037;0197008;2026-01-01
02;26;06;2;04;1;Nowa Ziemia;0368711;0368711;2026-01-01
02;05;03;2;03;1;Nowa Męcinka;0365658;0365635;2026-01-01
02;14;06;2;03;1;Jonas;0879179;0879162;2026-01-01
02;08;11;2;03;1;Zagórzyn;0854021;0854015;2026-01-01
02;08;11;2;03;1;Drzazgi;0854357;0854328;2026-01-01
02;08;11;2;03;1;Grządka;0854541;0854529;2026-01-01
02;08;07;2;01;1;Rogówek;0852973;0852973;2026-01-01
02;15;02;2;04;1;Gostkowice;0874331;0874331;2026-01-01
02;15;02;2;04;1;Pełczyce;0874408;0874408;2026-01-01
02;15;02;2;04;1;Kuny;0874443;0874443;2026-01-01
02;15;04;2;04;1;Jakubowice;0879363;0879363;2026-01-01
02;20;02;5;00;1;Żłobki;0879989;0879966;2026-01-01
02;16;04;5;01;1;Nowa Wieś Lubińska;0363174;0363174;2026-01-01
02;16;02;2;00;1;Regów;0363671;0363659;2026-01-01
02;01;04;5;02;1;Bieniec;0191566;0191566;2026-01-01
02;04;02;2;03;1;Chobienia;0370553;0370547;2026-01-01
02;04;02;2;03;1;Majówka;0370560;0370547;2026-01-01
02;04;02;2;03;1;Borki;0370814;0370808;2026-01-01
02;24;06;5;01;1;Wigańcice;0856965;0856965;2026-01-01
02;09;05;2;01;1;Strachowice;0365173;0365173;2026-01-01
02;15;03;5;01;1;Wójcice;0874704;0874704;2026-01-01
02;10;05;5;01;1;Grodnica;0191649;0191649;2026-01-01
02;10;05;5;00;1;Rajsko;0191738;0191721;2026-01-01
02;15;02;2;01;1;Radłowice;0874450;0874450;2026-01-01
02;23;09;2;01;1;Milejowice;0884648;0884648;2026-01-01
02;23;09;2;01;1;Nowojowice;0884660;0884660;2026-01-01
02;03;03;2;01;1;Jerzmanowa;0364297;0364297;2026-01-01
02;11;03;2;01;1;Radoszyce;0367367;0367367;2026-01-01
02;11;04;5;01;1;Redlice;0367723;0367723;2026-01-01
02;11;04;5;01;1;Ręszów;0367730;0367730;2026-01-01
02;12;01;4;96;1;Gryfów Śląski;0936003;0936003;2026-01-01
02;05;03;2;01;1;Małuszów;0365629;0365629;2026-01-01
02;25;06;5;01;1;Stary Węgliniec;0193051;0193051;2026-01-01
02;25;07;2;01;1;Koźmin;0193306;0193306;2026-01-01
02;08;11;2;01;1;Włodowice;0854529;0854529;2026-01-01
02;23;02;2;01;1;Pasikurowice;0873930;0873930;2026-01-01
02;23;02;2;01;1;Pruszowice;0873969;0873969;2026-01-01
02;23;03;2;01;1;Biskupice;0874710;0874710;2026-01-01
02;08;06;5;01;1;Ponikwa;0851554;0851554;2026-01-01
02;08;06;5;01;1;Spalona;0851577;0851577;2026-01-01
02;08;12;5;01;1;Suszyna;0855003;0855003;2026-01-01
02;08;12;5;01;1;Tłumaczów;0855138;0855138;2026-01-01
02;08;12;5;00;1;Pasterczyk;0855144;0855138;2026-01-01
02;08;13;5;01;1;Goszów;0855569;0855569;2026-01-01
02;24;06;5;01;1;Niedźwiedź;0856830;0856830;2026-01-01
02;24;06;5;01;1;Nowina;0856847;0856847;2026-01-01
02;24;06;5;01;1;Osina Mała;0856860;0856860;2026-01-01
02;24;06;5;01;1;Raczyce;0856899;0856899;2026-01-01
02;24;07;5;01;1;Laski;0857019;0857019;2026-01-01
02;24;07;5;01;1;Mąkolno;0857025;0857025;2026-01-01
02;25;03;5;01;1;Białopole;0188788;0188788;2026-01-01
02;25;03;5;01;1;Posada;0188877;0188877;2026-01-01
02;24;02;2;01;1;Ciepłowody;0851778;0851778;2026-01-01
02;24;02;2;01;1;Czesławice;0851790;0851790;2026-01-01
02;24;02;2;01;1;Koźmice;0851850;0851850;2026-01-01
02;14;08;5;01;1;Chełstówek;0881785;0881785;2026-01-01
02;14;08;5;01;1;Drągów;0881816;0881816;2026-01-01
02;14;08;5;01;1;Gola Wielka;0881905;0881905;2026-01-01
02;05;02;5;01;1;Sady Dolne;0189500;0189500;2026-01-01
02;13;03;5;01;1;Baranowice;0883927;0883927;2026-01-01
02;06;04;1;96;1;Szklarska Poręba;0936368;0936368;2026-01-01
02;05;03;2;01;1;Sichówek;0365724;0365724;2026-01-01
02;05;03;2;01;1;Stanisławów;0365747;0365747;2026-01-01
02;05;04;2;01;1;Marcinowice;0365960;0365960;2026-01-01
02;05;04;2;01;1;Mściwojów;0365977;0365977;2026-01-01
02;05;05;2;01;1;Paszowice;0366149;0366149;2026-01-01
02;05;06;2;04;1;Dobrzany;0368250;0368250;2026-01-01
02;05;06;2;01;1;Skała;0368303;0368303;2026-01-01
02;15;04;2;01;1;Jankowice Małe;0879452;0879452;2026-01-01
02;15;04;2;01;1;Siecieborowice;0879570;0879570;2026-01-01
02;15;04;2;01;1;Stary Otok;0879624;0879624;2026-01-01
02;23;09;2;01;1;Suchy Dwór;0884766;0884766;2026-01-01
02;23;09;2;01;1;Węgry;0884795;0884795;2026-01-01
02;05;02;5;01;1;Wierzchosławiczki;0189581;0189581;2026-01-01
02;23;04;5;01;1;Wszemiłowice;0875260;0875260;2026-01-01
02;23;04;5;01;1;Zabrodzie;0875282;0875282;2026-01-01
02;23;04;5;04;1;Stradów;0875307;0875307;2026-01-01
02;23;05;2;01;1;Budziszów;0875342;0875342;2026-01-01
02;23;05;2;01;1;Chrzanów;0875359;0875359;2026-01-01
02;23;05;2;01;1;Dobkowice;0875394;0875394;2026-01-01
02;23;05;2;01;1;Rolantowice;0875572;0875572;2026-01-01
02;25;05;2;01;1;Mała Wieś Dolna;0192465;0192465;2026-01-01
02;16;01;5;01;1;Pogorzeliska;0363205;0363205;2026-01-01
02;24;05;5;01;1;Grochowiska;0856528;0856528;2026-01-01
02;24;05;5;01;1;Koziniec;0856557;0856557;2026-01-01
02;24;05;5;01;1;Sieroszów;0856586;0856586;2026-01-01
02;14;08;5;01;1;Grabowno Wielkie;0881970;0881970;2026-01-01
02;14;08;5;01;1;Olszówka;0882081;0882081;2026-01-01
02;13;03;5;01;1;Miłosławice;0877950;0877950;2026-01-01
02;13;03;5;01;1;Nowy Zamek;0877980;0877980;2026-01-01
02;11;03;2;01;1;Chobienia;0367166;0367166;2026-01-01
02;19;05;2;01;1;Strzelce;0853501;0853501;2026-01-01
02;19;05;2;01;1;Wirki;0853553;0853553;2026-01-01
02;19;06;4;96;1;Strzegom;0984551;0984551;2026-01-01
02;19;06;5;01;1;Grochotów;0855747;0855747;2026-01-01
02;15;02;2;01;1;Brzezimierz;0874271;0874271;2026-01-01
02;09;03;2;00;1;Leśniki;0364660;0364653;2026-01-01
02;23;02;2;03;1;Domaszczyn Mały;0873768;0873751;2026-01-01
02;13;03;5;03;1;Koruszka;0877810;0877795;2026-01-01
02;09;02;2;03;1;Pawlikowice;0363547;0363524;2026-01-01
02;20;02;5;01;1;Budzicz;0879707;0879707;2026-01-01
02;20;02;5;01;1;Pawłów Trzebnicki;0879854;0879854;2026-01-01
02;20;02;5;01;1;Strupina;0879950;0879950;2026-01-01
02;20;02;5;01;1;Wszemirów;0880018;0880018;2026-01-01
02;16;01;5;03;1;Duninów;0990712;0363100;2026-01-01
02;14;07;5;03;1;Nowy Świat;0209384;0209378;2026-01-01
02;14;07;5;03;1;Święty Marek;0209600;0209591;2026-01-01
02;05;02;5;03;1;Jeżów;0189374;0189368;2026-01-01
02;16;02;2;01;1;Kurów Wielki;0363665;0363665;2026-01-01
02;24;06;5;04;1;Jasłówek;0856793;0856793;2026-01-01
02;22;01;5;01;1;Żerkówek;0873136;0873136;2026-01-01
02;20;05;2;01;1;Grochowa;0883695;0883695;2026-01-01
02;24;04;2;01;1;Różana;0855486;0855486;2026-01-01
02;24;05;5;01;1;Bobolice;0856497;0856497;2026-01-01
02;08;14;5;01;1;Łężyce;0855925;0855925;2026-01-01
02;09;05;2;01;1;Taczalin;0365180;0365180;2026-01-01
02;09;06;2;01;1;Gniewomirowice;0365782;0365782;2026-01-01
02;09;06;2;01;1;Lipce;0365842;0365842;2026-01-01
02;09;06;2;01;1;Studnica;0365894;0365894;2026-01-01
02;20;01;5;01;1;Osolin;0878719;0878719;2026-01-01
02;20;01;5;01;1;Piekary;0878760;0878760;2026-01-01
02;20;01;5;01;1;Uraz;0878820;0878820;2026-01-01
02;20;01;5;01;1;Wilczyn;0878843;0878843;2026-01-01
02;24;05;5;01;1;Zwrócona;0856675;0856675;2026-01-01
02;24;06;5;01;1;Bożnowice;0856698;0856698;2026-01-01
02;11;02;2;01;1;Składowice;0365492;0365492;2026-01-01
02;20;01;5;01;1;Morzęcin Wielki;0878671;0878671;2026-01-01
02;14;03;2;01;1;Nowica;0874207;0874207;2026-01-01
02;14;04;2;01;1;Dziadowa Kłoda;0197043;0197043;2026-01-01
02;14;04;2;01;1;Lipka;0197110;0197110;2026-01-01
02;23;04;5;01;1;Bogdaszowice;0874880;0874880;2026-01-01
02;06;01;1;96;1;Karpacz;0936032;0936032;2026-01-01
02;23;01;2;01;1;Czernica;0873515;0873515;2026-01-01
02;23;06;2;01;1;Ujów;0877140;0877140;2026-01-01
02;23;07;4;96;1;Sobótka;0987294;0987294;2026-01-01
02;23;07;5;01;1;Mirosławice;0880107;0880107;2026-01-01
02;23;07;5;01;1;Przezdrowice;0880159;0880159;2026-01-01
02;13;01;2;01;1;Trzebicko;0873410;0873410;2026-01-01
02;20;03;5;01;1;Komorówko;0881495;0881495;2026-01-01
02;26;04;5;01;1;Lubiechowa;0192703;0192703;2026-01-01
02;26;04;5;01;1;Podgórki;0192761;0192761;2026-01-01
02;06;06;2;01;1;Chrośnica;0189747;0189747;2026-01-01
02;06;06;2;01;1;Janówek;0189776;0189776;2026-01-01
02;06;07;2;01;1;Gruszków;0191388;0191388;2026-01-01
02;04;01;5;01;1;Brzeżany;0370085;0370085;2026-01-01
02;04;01;5;01;1;Chróścina;0370100;0370100;2026-01-01
02;23;03;2;01;1;Popowice;0874816;0874816;2026-01-01
02;23;03;2;01;1;Pożarzyce;0874822;0874822;2026-01-01
02;23;01;2;01;1;Łany;0873580;0873580;2026-01-01
02;23;01;2;01;1;Wojnowice;0873633;0873633;2026-01-01
02;04;02;2;01;1;Irządze;0370636;0370636;2026-01-01
02;06;07;2;01;1;Łomnica;0191431;0191431;2026-01-01
02;06;08;2;01;1;Podgórzyn;0192100;0192100;2026-01-01
02;21;08;2;01;1;Glinno;0856391;0856391;2026-01-01
02;21;08;2;01;1;Olszyniec;0856445;0856445;2026-01-01
02;21;08;2;01;1;Rzeczka;0856468;0856468;2026-01-01
02;22;01;5;01;1;Pogalewo Małe;0873060;0873060;2026-01-01
02;08;06;5;01;1;Lasówka;0851382;0851382;2026-01-01
02;22;02;2;01;1;Kozowo;0882690;0882690;2026-01-01
