WOJ;POW;GMI;RODZ_GMI;RM;MZ;NAZWA;SYM;SYMPOD;STAN_NA
26;03;05;5;01;1;Bolowiec;0267648;0267648;2026-01-01
26;03;05;5;00;1;Wola Bolowiecka;0267660;0267648;2026-01-01
26;03;05;5;01;1;Boszczynek;0267677;0267677;2026-01-01
26;03;05;5;00;1;Drożejowickie Chałupki;0267737;0267720;2026-01-01
26;03;05;5;00;1;Piekło;0267743;0267720;2026-01-01
26;03;05;5;01;1;Grodzonowice;0267750;0267750;2026-01-01
26;03;05;5;00;1;Międzygórze;0267855;0267849;2026-01-01
26;01;01;5;00;1;Kolarzówka;0231509;0231490;2026-01-01
26;01;01;5;00;1;Orłowa Góra;0231633;0231580;2026-01-01
26;01;01;5;00;1;Wzory;0231640;0231580;2026-01-01
26;01;01;5;00;1;Gać;0231662;0231656;2026-01-01
26;01;01;5;00;1;Żerniki-Grójec;0233402;0233260;2026-01-01
26;01;01;5;00;1;Porębina-Wieczorków;0231870;0231811;2026-01-01
26;03;05;5;01;1;Podgaje;0267921;0267921;2026-01-01
26;04;06;2;00;1;Podwiatracze;0239103;0239072;2026-01-01
26;04;06;2;00;1;Pogorzele;0239110;0239072;2026-01-01
26;04;06;2;00;1;Zagórze Drugie;0239155;0239149;2026-01-01
26;04;06;2;01;1;Podmąchocice;0239209;0239209;2026-01-01
26;03;01;2;00;1;Szlachecka Strona;0227092;0227063;2026-01-01
26;03;01;2;00;1;Doły;0227175;0227169;2026-01-01
26;03;01;2;00;1;Gaj;0227181;0227169;2026-01-01
26;03;05;5;00;1;Rynek;0267602;0267565;2026-01-01
26;04;04;5;00;1;Doły;0235453;0235430;2026-01-01
26;01;02;2;01;1;Bugaj;0238032;0238032;2026-01-01
26;01;02;2;00;1;Zagrądy;0238115;0238084;2026-01-01
26;01;02;2;00;1;Dobra-Wymysłów Glinecki;0238150;0238144;2026-01-01
26;01;02;2;00;1;Wymysłów;0238196;0238144;2026-01-01
26;02;03;5;00;1;Leśniczówka;0249596;0249580;2026-01-01
26;04;03;5;00;1;Zakościele;0234181;0234086;2026-01-01
26;04;03;5;01;1;Lipowica;0234212;0234212;2026-01-01
26;04;03;5;01;1;Mosty;0234287;0234287;2026-01-01
26;04;03;5;01;1;Ostrów;0234293;0234293;2026-01-01
26;04;03;5;00;1;Wymysłów;0234324;0234293;2026-01-01
26;04;06;2;00;1;Krajno Południowe;0238977;0238954;2026-01-01
26;04;06;2;00;1;Łęki;0238983;0238954;2026-01-01
26;04;06;2;01;1;Krajno-Parcele;0239008;0239008;2026-01-01
26;03;03;5;01;1;Kamieńczyce;0241749;0241749;2026-01-01
26;01;01;5;00;1;Ociesławka;0231981;0231930;2026-01-01
26;01;01;5;01;1;Łagiewniki;0232199;0232199;2026-01-01
26;01;01;5;00;1;Stara Wieś;0232220;0232199;2026-01-01
26;01;01;5;01;1;Olganów;0232360;0232360;2026-01-01
26;04;01;2;00;1;Brzyska;0227710;0227703;2026-01-01
26;04;01;2;00;1;Drogosiowe;0227732;0227703;2026-01-01
26;04;01;2;00;1;Podół;0227821;0227703;2026-01-01
26;04;01;2;00;1;Boskowiny;0227904;0227896;2026-01-01
26;04;01;2;00;1;Gościniec;0227910;0227896;2026-01-01
26;04;01;2;00;1;Podlesie;0227956;0227896;2026-01-01
26;03;01;2;01;1;Kaczkowice;0227005;0227005;2026-01-01
26;03;01;2;00;1;Łysa Góra;0227011;0227005;2026-01-01
26;04;03;5;00;1;Jastrzębów;0234531;0234519;2026-01-01
26;04;09;2;00;1;Mąchocice Dolne;0250122;0250100;2026-01-01
26;04;09;2;00;1;Nowiny;0250145;0250100;2026-01-01
26;04;01;2;00;1;Pod Pakułą;0228163;0228157;2026-01-01
26;04;02;5;01;1;Hucisko;0230148;0230148;2026-01-01
26;04;04;5;00;1;Kolonia;0234815;0234790;2026-01-01
26;02;04;2;02;1;Zalesie;0255071;0255071;2026-01-01
26;02;04;2;00;1;Doły;0255119;0255102;2026-01-01
26;04;09;2;00;1;Zabieligórze;0249900;0249870;2026-01-01
26;02;03;5;01;1;Żarczyce Małe;0249716;0249716;2026-01-01
26;04;06;2;00;1;Piachy;0238865;0238842;2026-01-01
26;04;06;2;00;1;Bór;0238888;0238871;2026-01-01
26;04;06;2;00;1;Rudki;0238894;0238871;2026-01-01
26;02;04;2;00;1;Resztówka;0254924;0254893;2026-01-01
26;02;04;2;01;1;Ślęcin;0254982;0254982;2026-01-01
26;02;04;2;01;1;Trzciniec;0255007;0255007;2026-01-01
26;02;04;2;00;1;Na Sieńsku;0255020;0255007;2026-01-01
26;02;02;5;01;1;Przysów;0240796;0240796;2026-01-01
26;01;01;5;01;1;Żerniki Górne;0233260;0233260;2026-01-01
26;02;06;5;01;1;Przełaj;0267217;0267217;2026-01-01
26;02;06;5;01;1;Sosnowiec;0267312;0267312;2026-01-01
26;02;06;5;00;1;Stara Wieś;0267370;0267358;2026-01-01
26;02;06;5;00;1;Czostków;0267401;0267393;2026-01-01
26;02;07;2;01;1;Nowa Wieś;0268837;0268837;2026-01-01
26;02;07;2;00;1;Okupniki;0268850;0268837;2026-01-01
26;03;01;2;00;1;Dolnie Prokocice;0227324;0227318;2026-01-01
26;04;04;5;00;1;Chomentówek Gartatowski;0234703;0234695;2026-01-01
26;04;04;5;01;1;Ciecierze;0234726;0234726;2026-01-01
26;02;07;2;00;1;Węgrzynówka;0268955;0268910;2026-01-01
26;02;07;2;01;1;Rawka;0269050;0269050;2026-01-01
26;02;07;2;00;1;Kolonia Sędziszowska;0269080;0269067;2026-01-01
26;02;07;2;00;1;Podlesie;0269140;0269067;2026-01-01
26;04;06;2;00;1;Podkamienie;0239310;0239273;2026-01-01
26;04;06;2;00;1;Zapłocie;0239333;0239273;2026-01-01
26;04;06;2;01;1;Wola Jachowa;0239340;0239340;2026-01-01
26;04;06;2;00;1;Rudki;0239362;0239340;2026-01-01
26;01;07;2;01;1;Jarosławice;0275286;0275286;2026-01-01
26;01;07;2;01;1;Niziny;0275352;0275352;2026-01-01
26;04;02;5;01;1;Sieradowice Pierwsze;0230438;0230438;2026-01-01
26;01;02;2;01;1;Rzeszutki;0238546;0238546;2026-01-01
26;04;09;2;00;1;Łąki;0249981;0249952;2026-01-01
26;03;03;5;00;1;Nagórzany;0241880;0241867;2026-01-01
26;03;03;5;00;1;Kościejów;0241979;0241962;2026-01-01
26;03;03;5;01;1;Paśmiechy;0242000;0242000;2026-01-01
26;03;03;5;00;1;Ksawerówka;0242140;0242128;2026-01-01
26;03;02;2;00;1;Sadzawka;0235950;0235915;2026-01-01
26;03;02;2;01;1;Mękarzowice;0235967;0235967;2026-01-01
26;03;02;2;01;1;Michałowice;0235980;0235980;2026-01-01
26;03;02;2;00;1;Piekło;0235996;0235980;2026-01-01
26;03;02;2;00;1;Żabiniec;0236056;0236027;2026-01-01
26;01;01;5;00;1;Kolonia Zachodnia;0232259;0232236;2026-01-01
26;01;01;5;00;1;Pod Górami;0232265;0232236;2026-01-01
26;03;03;5;01;1;Stradlice;0242269;0242269;2026-01-01
26;03;03;5;00;1;Sypów;0242306;0242269;2026-01-01
26;01;01;5;00;1;Podbrzezie;0233158;0233075;2026-01-01
26;01;01;5;00;1;Walny Stok;0233164;0233075;2026-01-01
26;01;01;5;00;1;Chrusty;0233276;0233260;2026-01-01
26;02;02;5;01;1;Kulczyzna;0240313;0240313;2026-01-01
26;02;02;5;01;1;Łysaków pod Lasem;0240454;0240454;2026-01-01
26;03;03;5;00;1;Korea Południowa;0241488;0241459;2026-01-01
26;01;05;2;00;1;Marianów;0271495;0271489;2026-01-01
26;04;02;5;00;1;Gołębiówka;0230220;0230190;2026-01-01
26;02;03;5;00;1;Okupniki Drugie;0249745;0249716;2026-01-01
26;03;01;2;00;1;Łubinówka;0226721;0226690;2026-01-01
26;03;03;5;01;1;Zysławice;0242520;0242520;2026-01-01
26;03;03;5;00;1;Jankowskie;0242536;0242520;2026-01-01
26;03;03;5;00;1;Podgaje;0242542;0242520;2026-01-01
26;01;05;2;00;1;Kosinów;0270805;0270797;2026-01-01
26;01;05;2;00;1;Półanki;0270811;0270797;2026-01-01
26;01;05;2;00;1;Woźnica Górna;0271029;0270969;2026-01-01
26;01;05;2;01;1;Strażnik;0271041;0271041;2026-01-01
26;03;03;5;01;1;Zięblice;0242482;0242482;2026-01-01
26;02;06;5;01;1;Borszowice;0266844;0266844;2026-01-01
26;02;06;5;01;1;Grązów;0266979;0266979;2026-01-01
26;02;06;5;01;1;Jeżów;0266985;0266985;2026-01-01
26;04;04;5;00;1;Zacmentarze;0235281;0235230;2026-01-01
26;04;04;5;00;1;Zadworze;0235298;0235230;2026-01-01
26;11;04;2;00;1;Miejskie;0260310;0260280;2026-01-01
26;11;04;2;01;1;Wojciechów;0260327;0260327;2026-01-01
26;09;06;2;00;1;Błonie;0801036;0801020;2026-01-01
26;09;06;2;00;1;Dziuków;0801042;0801020;2026-01-01
26;08;01;5;00;1;Piekło;0236961;0236932;2026-01-01
26;08;01;5;01;1;Bronów;0237015;0237015;2026-01-01
26;08;01;5;00;1;Stary Chmielów;0237067;0237044;2026-01-01
26;08;01;5;00;1;Ameryka Północna;0237140;0237133;2026-01-01
26;08;01;5;01;1;Gaik;0237200;0237200;2026-01-01
26;08;01;5;01;1;Jastrzębniki;0237334;0237334;2026-01-01
26;08;01;5;00;1;Łabędź;0237370;0237363;2026-01-01
26;08;01;5;01;1;Pierocice;0237541;0237541;2026-01-01
26;07;06;2;01;1;Dobruchna;0275820;0275820;2026-01-01
26;07;06;2;00;1;Gorzelnia;0275837;0275820;2026-01-01
26;07;06;2;00;1;Garbacz-Jeziorko;0275872;0275850;2026-01-01
26;07;06;2;01;1;Kotarszyn;0276009;0276009;2026-01-01
26;07;06;2;01;1;Sarnia Zwola;0276340;0276340;2026-01-01
26;07;06;2;01;1;Wojciechowice;0276475;0276475;2026-01-01
26;07;06;2;00;1;Jopówek;0276506;0276498;2026-01-01
26;09;05;2;00;1;Pod Górą;0797694;0797665;2026-01-01
26;09;05;2;01;1;Gągolin;0797731;0797731;2026-01-01
26;09;05;2;00;1;Przewoźnik;0797748;0797731;2026-01-01
26;09;05;2;00;1;Stadła;0797783;0797777;2026-01-01
26;09;05;2;00;1;Żurawica;0797837;0797820;2026-01-01
26;09;05;2;01;1;Królewice;0797843;0797843;2026-01-01
26;09;05;2;00;1;Nowy Łążek;0797889;0797866;2026-01-01
26;09;05;2;00;1;Borki-Kolonia;0797961;0797955;2026-01-01
26;10;02;2;00;1;Zatartacze;0229010;0228980;2026-01-01
26;10;02;2;00;1;Rogatka;0229145;0229116;2026-01-01
26;10;03;2;01;1;Kamionki;0274128;0274128;2026-01-01
26;10;03;2;01;1;Podzagnańszcze;0274140;0274140;2026-01-01
26;10;03;2;00;1;Stara Poduchowna Występa;0274476;0274453;2026-01-01
26;08;01;5;00;1;Kopanina;0237618;0237601;2026-01-01
26;08;01;5;00;1;Wierówki;0237647;0237601;2026-01-01
26;06;08;2;00;1;Na Folwarku;0810302;0810294;2026-01-01
26;06;08;2;00;1;Podłukawka;0810354;0810319;2026-01-01
26;06;08;2;01;1;Stodoły-Kolonie;0810383;0810383;2026-01-01
26;07;01;1;96;1;Ostrowiec Świętokrzyski;0947308;0947308;2026-01-01
26;07;02;2;00;1;Pod Lasem;0226402;0226394;2026-01-01
26;07;02;2;01;1;Michałów;0226425;0226425;2026-01-01
26;06;06;2;01;1;Bukowiany;0806039;0806039;2026-01-01
26;11;02;2;00;1;Nad Kanałem;0231308;0231290;2026-01-01
26;11;02;2;00;1;Rejzmanówka;0231343;0231320;2026-01-01
26;09;05;2;00;1;Doły;0798104;0798080;2026-01-01
26;11;03;2;01;1;Mirzec;0252747;0252747;2026-01-01
26;11;04;2;00;1;Wygon;0260391;0260333;2026-01-01
26;11;04;2;00;1;Parcele;0260480;0260468;2026-01-01
26;11;04;2;01;1;Pawłów;0260623;0260623;2026-01-01
26;11;04;2;00;1;Działki;0260646;0260623;2026-01-01
26;11;04;2;00;1;Podborze;0260729;0260712;2026-01-01
26;11;04;2;00;1;Strona;0260764;0260712;2026-01-01
26;11;04;2;00;1;Działki;0260787;0260770;2026-01-01
26;11;04;2;00;1;Rzepin-Dół;0260860;0260847;2026-01-01
26;06;06;2;00;1;Okopanki;0806335;0806329;2026-01-01
26;06;06;2;00;1;Doły;0806430;0806424;2026-01-01
26;06;07;2;01;1;Bronisławów;0807978;0807978;2026-01-01
26;06;07;2;00;1;Kruków;0808009;0807990;2026-01-01
26;06;07;2;01;1;Dąbrowa;0808021;0808021;2026-01-01
26;06;07;2;00;1;Jabrzędzina;0808067;0808044;2026-01-01
26;06;07;2;00;1;Saganówka;0808140;0808104;2026-01-01
26;06;07;2;00;1;Grobla;0808216;0808200;2026-01-01
26;06;07;2;01;1;Dąbrówka;0808280;0808280;2026-01-01
26;08;01;4;96;1;Działoszyce;0946987;0946987;2026-01-01
26;06;04;5;01;1;Jurkowice;0801378;0801378;2026-01-01
26;06;04;5;01;1;Lipowa;0801591;0801591;2026-01-01
26;06;04;5;00;1;Dziury;0801697;0801674;2026-01-01
26;06;04;5;00;1;Aleksandrów;0801912;0801906;2026-01-01
26;06;04;5;00;1;Bartłomieje;0801929;0801906;2026-01-01
26;06;04;5;00;1;Gibki;0801935;0801906;2026-01-01
26;06;04;5;01;1;Wąworków;0801993;0801993;2026-01-01
26;06;04;5;00;1;Wąworków-Kolonia;0802001;0801993;2026-01-01
26;06;07;2;01;1;Słupia Nadbrzeżna-Kolonia;0808541;0808541;2026-01-01
26;06;08;2;00;1;Duża Strona;0809836;0809799;2026-01-01
26;06;08;2;00;1;Cieszkówka;0809871;0809865;2026-01-01
26;06;08;2;00;1;Nowe Kolonie;0809948;0809919;2026-01-01
26;07;04;5;00;1;Wojnowice-Kolonia;0789861;0789855;2026-01-01
26;08;01;5;00;1;Gościniec;0237682;0237676;2026-01-01
26;08;01;5;00;1;Wodny Dół;0237720;0237713;2026-01-01
26;08;01;5;01;1;Szczotkowice;0237742;0237742;2026-01-01
26;08;01;5;01;1;Zagaje Dębiańskie;0237950;0237950;2026-01-01
26;08;01;5;00;1;Gościniec;0237966;0237950;2026-01-01
26;09;02;2;01;1;Buczek;0789950;0789950;2026-01-01
26;09;02;2;00;1;Lisiny;0790090;0790083;2026-01-01
26;09;02;2;00;1;Wójtówka;0790108;0790083;2026-01-01
26;09;02;2;01;1;Gierlachów;0790114;0790114;2026-01-01
26;09;02;2;00;1;Nowa Wieś;0790284;0790261;2026-01-01
26;09;02;2;01;1;Rzeczyca Mokra;0790456;0790456;2026-01-01
26;07;02;2;00;1;Doły;0226632;0226610;2026-01-01
26;07;03;2;00;1;Praga;0229234;0229211;2026-01-01
26;07;03;2;00;1;Wrzosy;0229257;0229211;2026-01-01
26;07;03;2;01;1;Chmielów;0229263;0229263;2026-01-01
26;07;03;2;00;1;W Dołach;0229487;0229464;2026-01-01
26;07;03;2;01;1;Magonie;0229547;0229547;2026-01-01
26;07;03;2;01;1;Miłków;0229553;0229553;2026-01-01
26;07;03;2;00;1;Marianków;0229599;0229553;2026-01-01
26;07;03;2;00;1;Marianków Bankowy;0229607;0229553;2026-01-01
26;10;03;2;00;1;Zalezianka Górna;0274536;0274513;2026-01-01
26;08;02;2;00;1;Błonie;0243292;0243286;2026-01-01
26;08;02;2;01;1;Wymysłów;0243317;0243317;2026-01-01
26;05;05;2;00;1;Kolonia;0266703;0266672;2026-01-01
26;05;05;2;00;1;Piekiełko;0266710;0266672;2026-01-01
26;05;05;2;01;1;Wyszyna Machorowska;0266755;0266755;2026-01-01
26;05;05;2;01;1;Wyszyna Rudzka;0266761;0266761;2026-01-01
26;05;06;2;01;1;Pijanów;0269653;0269653;2026-01-01
26;05;06;2;01;1;Ruda Pilczycka;0269736;0269736;2026-01-01
26;05;06;2;01;1;Skąpe;0269794;0269794;2026-01-01
26;07;05;5;00;1;Parcela;0246971;0246959;2026-01-01
26;07;05;5;01;1;Boksycka;0246994;0246994;2026-01-01
26;07;05;5;00;1;Od Waśniowa;0247031;0247019;2026-01-01
26;07;05;5;00;1;Nietulisko Górne;0247321;0247309;2026-01-01
26;07;05;5;01;1;Prawęcin;0247373;0247373;2026-01-01
26;07;05;5;00;1;Nowa Wieś;0247440;0247433;2026-01-01
26;11;04;2;00;1;Stare Szerzawy;0260988;0260942;2026-01-01
26;11;04;2;00;1;Działki;0261019;0261002;2026-01-01
26;04;16;2;00;1;Górki;0266146;0266130;2026-01-01
26;04;16;2;00;1;Nowe Zalesie;0266235;0266212;2026-01-01
26;04;16;2;00;1;Poręba;0266241;0266212;2026-01-01
26;04;16;2;00;1;Stare Zalesie;0266258;0266212;2026-01-01
26;04;16;2;01;1;Życiny;0266264;0266264;2026-01-01
26;04;17;2;00;1;Trzcianki;0267507;0267476;2026-01-01
26;05;03;5;01;1;Piekło;0243984;0243984;2026-01-01
26;05;03;5;01;1;Pomorzany;0244038;0244038;2026-01-01
26;05;03;5;01;1;Proćwin;0244073;0244073;2026-01-01
26;05;03;5;01;1;Przybyszowy;0244096;0244096;2026-01-01
26;05;03;5;01;1;Baczyna;0243369;0243369;2026-01-01
26;05;01;2;01;1;Budy;0538952;0538952;2026-01-01
26;05;01;2;01;1;Gustawów;0539058;0539058;2026-01-01
26;05;01;2;01;1;Pląskowice;0539130;0539130;2026-01-01
26;05;05;2;00;1;Budy;0266318;0266301;2026-01-01
26;04;11;2;01;1;Borki;0253066;0253066;2026-01-01
26;04;11;2;00;1;Błądzików;0253132;0253126;2026-01-01
26;04;11;2;00;1;Pustka Cierchowska;0253149;0253126;2026-01-01
26;05;05;2;00;1;Górka;0266494;0266488;2026-01-01
26;04;18;2;01;1;Promnik;0273880;0273880;2026-01-01
26;04;11;2;01;1;Piaski;0253221;0253221;2026-01-01
26;04;11;2;00;1;Zielona;0253439;0253391;2026-01-01
26;04;11;2;01;1;Lisie Jamy;0253528;0253528;2026-01-01
26;04;11;2;01;1;Wiązowa;0253646;0253646;2026-01-01
26;04;17;2;00;1;Zawada;0234502;0234494;2026-01-01
26;04;17;2;01;1;Bolechowice;0234057;0234057;2026-01-01
26;04;17;2;00;1;Podmoście;0234070;0234057;2026-01-01
26;04;18;2;01;1;Hucisko;0273376;0273376;2026-01-01
26;04;18;2;00;1;Lipowa Górka;0273399;0273376;2026-01-01
26;04;18;2;00;1;Dworskie;0273442;0273436;2026-01-01
26;04;18;2;00;1;Huta;0273459;0273436;2026-01-01
26;05;03;5;00;1;Zarośla;0244216;0244179;2026-01-01
26;05;03;5;01;1;Wąsosz;0244363;0244363;2026-01-01
26;05;03;5;01;1;Wincentów;0244446;0244446;2026-01-01
26;04;18;2;00;1;Podpępice;0273755;0273672;2026-01-01
26;05;01;2;01;1;Studzieniec;0539288;0539288;2026-01-01
26;05;01;2;01;1;Wola Szkucka;0539408;0539408;2026-01-01
26;04;19;2;00;1;Bartków Dolny;0279769;0279752;2026-01-01
26;04;19;2;00;1;Bartków Górny;0279775;0279752;2026-01-01
26;04;19;2;01;1;Belno;0279798;0279798;2026-01-01
26;04;16;2;00;1;Marianów;0265224;0265164;2026-01-01
26;05;03;5;01;1;Gracuch;0243671;0243671;2026-01-01
26;05;03;5;01;1;Jeżów;0243725;0243725;2026-01-01
26;05;05;2;00;1;Nart;0266560;0266525;2026-01-01
26;04;10;2;00;1;Łazy;0252457;0252405;2026-01-01
26;04;10;2;00;1;Place;0252463;0252405;2026-01-01
26;06;01;2;01;1;Piórków;0786816;0786816;2026-01-01
26;06;01;2;01;1;Piskrzyn;0786905;0786905;2026-01-01
26;06;01;2;00;1;Stara Wieś;0786928;0786905;2026-01-01
26;06;01;2;00;1;Masiówki;0787052;0787023;2026-01-01
26;06;01;2;00;1;Kolonie;0787098;0787081;2026-01-01
26;06;01;2;01;1;Janczyce;0786696;0786696;2026-01-01
26;06;01;2;00;1;Stara Wieś;0786733;0786704;2026-01-01
26;04;19;2;01;1;Tumlin-Osowa;0280086;0280086;2026-01-01
26;04;18;2;00;1;Leśne Łąki;0273710;0273672;2026-01-01
26;05;07;2;00;1;Komorniki;0264727;0264710;2026-01-01
26;05;08;4;96;1;Stąporków;0948271;0948271;2026-01-01
26;05;08;5;00;1;Sadzawki;0271590;0271555;2026-01-01
26;05;08;5;01;1;Błotnica;0271609;0271609;2026-01-01
26;05;08;5;00;1;Komorniki;0271816;0271800;2026-01-01
26;04;01;2;01;1;Zofiówka;0228170;0228170;2026-01-01
26;04;01;2;00;1;Podlesie;0227608;0991278;2026-01-01
26;02;05;2;00;1;Serwitut;0256739;0256691;2026-01-01
26;11;04;2;01;1;Świślina;0261025;0261025;2026-01-01
26;04;19;2;03;1;Komorniki;0997393;0280123;2026-01-01
26;02;06;5;02;1;Józefów;0993283;0267140;2026-01-01
26;02;06;5;03;1;Przedmoszczany;0993290;0267140;2026-01-01
26;07;05;5;03;1;Podlubienik;0247203;0247172;2026-01-01
26;02;02;5;03;1;Stara Wieś;0240508;0240477;2026-01-01
26;13;01;2;03;1;Stoczyska;0541859;0541836;2026-01-01
26;04;02;5;03;1;Kapkazy;0230556;0230540;2026-01-01
26;04;02;5;01;1;Wzdół-Kolonia;0230585;0230585;2026-01-01
26;11;02;2;03;1;Podlesie;0231165;0231076;2026-01-01
26;07;02;2;01;1;Wólka Bałtowska;0226589;0226589;2026-01-01
26;06;05;5;00;1;Błonie;0802484;0802478;2026-01-01
26;06;05;5;00;1;Jankowice-Kolonie;0802509;0802490;2026-01-01
26;06;05;5;01;1;Janopol;0802521;0802521;2026-01-01
26;06;05;5;00;1;Nowy Janopol;0802538;0802521;2026-01-01
26;06;05;5;01;1;Maruszów;0802633;0802633;2026-01-01
26;06;05;5;01;1;Nowe;0802656;0802656;2026-01-01
26;06;05;5;01;1;Potok-Kolonia;0802700;0802700;2026-01-01
26;06;05;5;01;1;Wólka Chrapanowska;0802952;0802952;2026-01-01
26;09;09;5;01;1;Pawłów;0811690;0811690;2026-01-01
26;06;04;5;00;1;Wrzosy;0801361;0801326;2026-01-01
26;09;08;2;00;1;Łukawa Kościelna;0809486;0809470;2026-01-01
26;09;08;2;00;1;Na Zagumniu;0809635;0809629;2026-01-01
26;09;08;2;00;1;Zakącie;0809658;0809629;2026-01-01
26;09;08;2;00;1;Nowa Wieś;0809670;0809664;2026-01-01
26;09;08;2;00;1;Ostra Góra;0809701;0809687;2026-01-01
26;06;05;5;00;1;Jakubowice-Kolonia;0802449;0802432;2026-01-01
26;09;06;2;01;1;Żurawica;0801154;0801154;2026-01-01
26;09;06;2;00;1;Na Tamtej Górze;0790717;0790700;2026-01-01
26;09;07;2;01;1;Faliszowice;0806743;0806743;2026-01-01
26;09;07;2;00;1;Faliszowice-Kolonia;0806750;0806743;2026-01-01
26;09;07;2;00;1;Janowice-Kolonia;0806810;0806803;2026-01-01
26;09;07;2;01;1;Milczany;0806967;0806967;2026-01-01
26;09;07;2;01;1;Skotniki;0807056;0807056;2026-01-01
26;09;07;2;00;1;Siedliska;0807197;0807168;2026-01-01
26;09;07;2;00;1;Doły Michałowskie;0807228;0807211;2026-01-01
26;10;04;2;01;1;Lipowe Pole Skarbowe;0252701;0252701;2026-01-01
26;10;04;2;00;1;Kolonia;0252960;0252954;2026-01-01
26;10;05;5;01;1;Krzyżka;0274246;0274246;2026-01-01
26;11;02;2;00;1;Skała;0230645;0230622;2026-01-01
26;08;05;2;01;1;Pełczyska;0280465;0280465;2026-01-01
26;08;05;2;00;1;Plebańskie;0280548;0280525;2026-01-01
26;08;05;2;00;1;Stare Stawiszyce;0280614;0280590;2026-01-01
26;08;05;2;00;1;Wielka Wieś;0280710;0280650;2026-01-01
26;08;05;2;00;1;Pode Dworem;0280778;0280749;2026-01-01
26;08;02;2;00;1;Czworaki;0243085;0243062;2026-01-01
26;11;05;5;01;1;Rataje;0276788;0276788;2026-01-01
26;11;05;5;01;1;Wielka Wieś;0276825;0276825;2026-01-01
26;11;05;5;00;1;Podławki;0276831;0276825;2026-01-01
26;11;05;5;00;1;Podmiasto;0276848;0276825;2026-01-01
26;06;04;5;00;1;Gojców-Kolonia;0801303;0801295;2026-01-01
26;06;04;5;01;1;Jagnin;0801310;0801310;2026-01-01
26;06;04;5;00;1;Karsy;0801332;0801326;2026-01-01
26;11;04;2;00;1;Michalinów;0259873;0259850;2026-01-01
26;11;04;2;00;1;Zawąwóz;0259985;0259904;2026-01-01
26;11;04;2;01;1;Bukówka;0260043;0260043;2026-01-01
26;11;04;2;00;1;Kały;0260238;0260215;2026-01-01
26;11;04;2;00;1;Stara Wieś;0260244;0260215;2026-01-01
26;11;04;2;01;1;Grabków;0260280;0260280;2026-01-01
26;09;05;2;00;1;Krysin;0798245;0798239;2026-01-01
26;09;06;2;00;1;Gacki;0800580;0800568;2026-01-01
26;09;06;2;00;1;Pod Polanowem;0800686;0800663;2026-01-01
26;09;06;2;00;1;Pod Węgiercami;0800692;0800663;2026-01-01
26;09;06;2;00;1;Kleczanów Poduchowny;0800781;0800775;2026-01-01
26;11;04;2;00;1;Trzcianka;0261261;0261249;2026-01-01
26;08;04;5;00;1;Gościniec;0263834;0263811;2026-01-01
26;08;04;5;00;1;Podchoinie;0263857;0263811;2026-01-01
26;08;04;5;00;1;Serwit;0263024;0262987;2026-01-01
26;08;04;5;00;1;Zakościele;0263053;0263047;2026-01-01
26;08;04;5;01;1;Leszcze;0263099;0263099;2026-01-01
26;09;09;5;01;1;Wyspa;0811773;0811773;2026-01-01
26;10;02;2;01;1;Bliżyn;0228192;0228192;2026-01-01
26;10;02;2;00;1;Biadaczek;0228200;0228192;2026-01-01
26;10;02;2;00;1;Pastwiska;0228358;0228341;2026-01-01
26;10;02;2;00;1;Za Rzeką;0228453;0228424;2026-01-01
26;10;02;2;01;1;Górki;0228499;0228499;2026-01-01
26;11;02;2;01;1;Brody;0230740;0230740;2026-01-01
26;11;02;2;00;1;Komorniki;0230763;0230740;2026-01-01
26;11;02;2;00;1;Pod Szosą;0230941;0230906;2026-01-01
26;11;02;2;00;1;Świerta;0231024;0230993;2026-01-01
26;11;02;2;01;1;Podłaziska;0231060;0231060;2026-01-01
26;09;02;2;00;1;Pod Upustem;0789938;0789915;2026-01-01
26;08;03;2;01;1;Zawale Niegosławskie;0251009;0251009;2026-01-01
26;08;04;5;00;1;Szosa;0262651;0262616;2026-01-01
26;08;04;5;00;1;Kolonie;0262740;0262734;2026-01-01
26;08;04;5;00;1;Miasteczko;0262757;0262734;2026-01-01
26;08;04;5;00;1;Ulica Ptasia;0262763;0262734;2026-01-01
26;08;04;5;01;1;Chwałowice;0262875;0262875;2026-01-01
26;07;03;2;00;1;Żurawka;0230088;0230059;2026-01-01
26;07;04;5;00;1;Czarny Szosik;0789387;0789370;2026-01-01
26;07;04;5;01;1;Grójec;0789507;0789507;2026-01-01
26;07;04;5;01;1;Podgrodzie;0789690;0789690;2026-01-01
26;07;04;5;01;1;Stoki Małe;0789795;0789795;2026-01-01
26;06;03;2;01;1;Słabuszewice;0797441;0797441;2026-01-01
26;06;03;2;01;1;Słoptów;0797464;0797464;2026-01-01
26;06;03;2;00;1;Pod Malżynem;0797524;0797518;2026-01-01
26;06;03;2;00;1;Z Nadziału;0797530;0797518;2026-01-01
26;06;03;2;00;1;Nowa Wieś;0797553;0797547;2026-01-01
26;06;03;2;00;1;Stara Wieś;0797560;0797547;2026-01-01
26;06;03;2;01;1;Usarzów;0797576;0797576;2026-01-01
26;06;03;2;01;1;Włostów;0797620;0797620;2026-01-01
26;06;04;5;01;1;Balbinów;0801183;0801183;2026-01-01
26;06;04;5;01;1;Czerników Karski;0801237;0801237;2026-01-01
26;06;04;5;00;1;Murowaniec;0801243;0801237;2026-01-01
